Question|Option1|Option2|Option3|Option4|Option5|Answer1|Answer2|Answer3|Answer4|Answer5|Notes|Notes
单位和个体工商户向其他单位或者个人无偿提供交通运输业和部分现代服务业服务，视同提供应税服务。但（     ）除外。|为宣传本公司产品|以公益活动为目的|以社会公众为对象的|为持有本公司会员卡的单位和个人无偿提供服务|没有有偷税行为的|2|3||||专业技能P23-24下列情形视同销售服务、无形资产或者不动产：（一）单位或者个体工商户向其他单位或者个人无偿提供服务，但用于公益事业或者以社会公众为对象的除外。出租不动产，租赁合同中约定免租期的，不属视同销售。（二）单位或者个人向其他单位或者个人无偿转让无形资产或者不动产，但用于公益事业或者以社会公众为对象的除外。（三）财政部和国家税务总局规定的其他情形。|专业技能P23-24下列情形视同销售服务、无形资产或者不动产：（一）单位或者个体工商户向其他单位或者个人无偿提供服务，但用于公益事业或者以社会公众为对象的除外。出租不动产，租赁合同中约定免租期的，不属视同销售。（二）单位或者个人向其他单位或者个人无偿转让无形资产或者不动产，但用于公益事业或者以社会公众为对象的除外。（三）财政部和国家税务总局规定的其他情形。
下列（    ）的增值税是由国家税务局暂委托地方税务局代为征收。|某农机公司销售自有的一套商品房|张三销售自有的一套商品房|某农机公司出租居民用普通住房| 某房地产开发公司销售自行开发的楼盘| 张三出租居民用普通住房|1|2|5|||专业技能P36（五）营业税改征的增值税，由国家税务局负责征收。纳税人销售取得的不动产和其他个人出租不动产的增值税，国家税务局暂委托地方税务局代为征收。|专业技能P36（五）营业税改征的增值税，由国家税务局负责征收。纳税人销售取得的不动产和其他个人出租不动产的增值税，国家税务局暂委托地方税务局代为征收。
某房地产企业A为增值税一般纳税人，采取预收款方式销售其自行开发的房地产项目。2016年7月共计收到预收款1800万。不考虑其他事项，则（      ）。|若采用一般计税方法，A企业在8月申报期内应向主管税务机关预缴增值税48.65万元|若采用一般计税方法，A企业在8月申报期内应向主管税务机关预缴增值税178.38万元| 若采用简易计税方法，A企业在8月申报期内应向主管税务机关预缴增值税85.71万元| 若采用一般计税方法，A企业在8月申报期内应向主管税务机关预缴增值税85.71万元|若采用简易计税方法，A企业在8月申报期内应向主管税务机关预缴增值税51.43万元|1|5||||专业技能P52一般纳税人采取预收款方式销售自行开发的房地产项目，应在收到预收款时按照3%的预征率预缴增值税。应预缴税款=预收款÷（1+适用税率或征收率）×3%。适用一般计税方法计税的，按照11%的适用税率计算；适用简易计税方法计税的，按照5%的征收率计算。|专业技能P52一般纳税人采取预收款方式销售自行开发的房地产项目，应在收到预收款时按照3%的预征率预缴增值税。应预缴税款=预收款÷（1+适用税率或征收率）×3%。适用一般计税方法计税的，按照11%的适用税率计算；适用简易计税方法计税的，按照5%的征收率计算。
金税三期优化系统的主要业务变革点有：（    ）|简化涉税事项|纳税遵从风险管理|外部涉税信息管理|企业所得税汇算清缴 |自然人税收管理|1|2|3|5||专业技能P66主要业务变革除了四个正确选项外，还有1、网络发票管理，2、受理纳税人涉税事宜，3、会计核算，4、管理决策|专业技能P66主要业务变革除了四个正确选项外，还有1、网络发票管理，2、受理纳税人涉税事宜，3、会计核算，4、管理决策
金税三期工程确定了“一个平台、两级处理、三个覆盖、四类系统”的工作目标，其中，三个覆盖是指：（    ）|覆盖所有税种|覆盖税务管理的重要工作环节|覆盖所有有关部门|覆盖各级国、地税机关|覆盖所有人员|1|2|4|||专业技能P61 除了几个正确选项外还有：与有关部门联网|专业技能P61 除了几个正确选项外还有：与有关部门联网
金税三期工程新建系统包括：（    ）|核心征管|防伪税控系统|个人税收管理|出口退税审核系统|税库银|1|3||||专业技能P62 除了两个正确选项外还有网络发票|专业技能P62 除了两个正确选项外还有网络发票
金税三期工程确定了“一个平台、两级处理、三个覆盖、四类系统”的工作目标，其中，四类系统是指：（    ）|征收管理系统|外部信息系统|行政管理系统|稽查管理系统|决策支持系统|1|2|3|5||专业技能P61 四类系统包括征收管理、外部信息、行政管理、决策支持等系统|专业技能P61 四类系统包括征收管理、外部信息、行政管理、决策支持等系统
房地产税收一体化相关税收可以通过以下环节管理：（    ）|土地使用权取得环节|房地产开发或建筑环节|房产交易环节|房地产保有环节|土地拍卖环节|1|2|3|4||专业技能P68、P94 书上不确切，百度查询得知|专业技能P68、P94 书上不确切，百度查询得知
自然人的有效身份证明种类有：（    ）|居民身份证|中国护照|港澳居民来往内地通行证|外国护照|工作证件|1|2|3|4||书上没找到，百度查询得知|书上没找到，百度查询得知
金税三期的主要创新点有：（    ）|实现各省征管数据应用大集中|统一全国征管数据标准、口径|统一国地税征管应用系统版本|统一规范纳税服务系统|建立统一的网络发票系统|2|3|4|5||专业技能P70-71工程创新点：1、运用先进税收管理理念和信息技术做好总体规划；2、实现全国征管数据应用大集中；3、统一全国征管数据标准、口径4、统一国地税征管应用系统版本；5、统一规范专业技能系统；6、建立统一的网络发票系统；A选项错在不是各省，是全国|专业技能P70-71工程创新点：1、运用先进税收管理理念和信息技术做好总体规划；2、实现全国征管数据应用大集中；3、统一全国征管数据标准、口径4、统一国地税征管应用系统版本；5、统一规范专业技能系统；6、建立统一的网络发票系统；A选项错在不是各省，是全国
关于开展“便民办税春风行动”的重要意义，下列表述正确的是（    ）。|落实改革任务需要拓展提升|优化营商环境需要持续发力|普及税法宣传需要固化模式|满足纳税人期盼需要常抓不懈|创响服务品牌需要久久为功|1|2|4|5||专业技能 P73-74“便民办税春风行动”重要意义：1、落实改革任务需要拓展提升；2、优化营商环境需要持续发力；3、满足纳税人期盼需要常抓不懈；5、创响服务品牌需要久久为功|专业技能 P73-74“便民办税春风行动”重要意义：1、落实改革任务需要拓展提升；2、优化营商环境需要持续发力；3、满足纳税人期盼需要常抓不懈；5、创响服务品牌需要久久为功
